972,0,0,0,0,1,2,1,3,1
0,1127,1,2,0,0,1,1,3,0
3,1,1018,0,1,0,0,5,2,2
0,0,3,995,0,6,0,3,1,2
0,0,3,0,968,0,0,1,0,10
1,0,0,2,0,880,4,1,2,2
7,2,1,0,1,3,942,0,2,0
0,1,5,1,0,0,0,1014,1,6
4,0,4,1,0,0,1,2,957,5
1,2,0,1,2,2,0,3,3,995
