959,0,3,2,0,3,10,1,2,0
0,1110,2,2,0,1,4,2,14,0
5,7,943,12,9,1,10,9,30,6
2,1,26,923,0,19,2,12,18,7
1,3,10,1,905,0,11,2,9,40
9,3,11,42,9,752,15,8,36,7
10,3,10,1,9,11,909,1,4,0
2,8,25,8,6,1,0,946,2,30
4,7,9,26,9,21,11,13,870,4
9,7,2,11,29,7,0,29,9,906
